,X,Y,FID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
5009,-9012861.2022,5130825.948,5019,27644041,"GENERATIONS BEHAVIORAL HEALTH - GENEVA, LLC",60 WEST STREET,GENEVA,OH,44041,NOT AVAILABLE,(216) 970-9088,PSYCHIATRIC,OPEN,16,ASHTABULA,39007,USA,41.7983834730001,-80.963909716,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/14 00:00:00,http://www.generationsbehavioralhealth.com/,1519,NOT AVAILABLE,39,PROPRIETARY,-999,16,NOT AVAILABLE,Y
5014,-9141421.348,4768884.1135,5024,126245701,APPALACHIAN BEHAVIORAL HEALTH CARE,100 HOSPITAL DRIVE,ATHENS,OH,45701,NOT AVAILABLE,(614) 594-5000,PSYCHIATRIC,OPEN,88,ATHENS,39009,USA,39.328832859,-82.118785155,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://mha.ohio.gov/default.aspx?tabid=187,NOT AVAILABLE,NOT AVAILABLE,39,GOVERNMENT - STATE,-999,88,NOT AVAILABLE,N
5015,-9037917.0433,4864924.3774,5025,13743713,"BARNESVILLE HOSPITAL ASSOCIATION, INC","639 WEST MAIN STREET, PO BOX 309",BARNESVILLE,OH,43713,NOT AVAILABLE,(740) 425-5101,CRITICAL ACCESS,OPEN,25,BELMONT,39013,USA,39.992994953,-81.1889901659999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.barnesvillehospital.com,1112,NOT AVAILABLE,39,NON-PROFIT,-999,25,NOT AVAILABLE,N
5017,-8985777.7474,4880264.7396,5027,16543935,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,NOT AVAILABLE,(740) 633-4151,GENERAL ACUTE CARE,OPEN,161,BELMONT,39013,USA,40.0984887820001,-80.720614902,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.ovmc-eorh.com,1114,NOT AVAILABLE,39,NON-PROFIT,-999,161,NOT AVAILABLE,N
5018,-9391754.3698,4773085.9462,5028,15245069,WEST CHESTER MEDICAL CENTER,7700 UNIVERSITY DRIVE,WEST CHESTER,OH,45069,NOT AVAILABLE,(513) 298-3000,GENERAL ACUTE CARE,OPEN,194,BUTLER,39017,USA,39.358023873,-84.367564951,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://uchealth.com/westchesterhospital/,1486,NOT AVAILABLE,39,NON-PROFIT,-999,194,LEVEL III,Y
5019,-9408175.9151,4776011.8105,5029,8845011,BETHESDA BUTLER HOSPITAL,3125 HAMILTON MASON ROAD,HAMILTON,OH,45011,NOT AVAILABLE,(513) 894-8888,GENERAL ACUTE CARE,OPEN,10,BUTLER,39017,USA,39.3783432660001,-84.515082202,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/04 00:00:00,http://www.trihealth.com/hospitals-and-practices/bethesda-butler/,1457,BUTLER COUNTY MEDICAL CENTER,39,NON-PROFIT,-999,10,NOT AVAILABLE,Y
5020,-8988037.0738,4870378.5108,5030,27743906,ACUITY SPECIALTY HOSPITAL - OHIO VALLEY AT BELMONT,4697 HARRISON STREET,BELLAIRE,OH,43906,NOT AVAILABLE,(740) 671-1438,LONG TERM CARE,OPEN,15,BELMONT,39013,USA,40.0305210760001,-80.740910776,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/14 00:00:00,http://belmont.acuityhealthcare.net/,1490,NOT AVAILABLE,39,PROPRIETARY,-999,15,NOT AVAILABLE,N
5021,-9414590.6795,4781371.2992,5031,13645013,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,630 EATON AVENUE,HAMILTON,OH,45013,NOT AVAILABLE,(513) 867-2000,GENERAL ACUTE CARE,OPEN,274,BUTLER,39017,USA,39.415548233,-84.572707011,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2014/03/12 00:00:00,http://www.khnetwork.org/fort_hamilton,1117,NOT AVAILABLE,39,NON-PROFIT,-999,274,NOT AVAILABLE,Y
5023,-9401588.3523,4771027.5709,5033,126645069,BECKETT SPRINGS,8614 SHEPHERD FARM DRIVE,WEST CHESTER,OH,45069,NOT AVAILABLE,(502) 583-4446,PSYCHIATRIC,OPEN,72,BUTLER,39017,USA,39.3437254310001,-84.455905119,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://www.beckettsprings.com/,1510,NOT AVAILABLE,39,PROPRIETARY,-999,72,NOT AVAILABLE,N
5032,-8970789.1975,4956724.4263,5042,11043920,EAST LIVERPOOL CITY HOSPITAL,425 WEST 5TH STREET,EAST LIVERPOOL,OH,43920,NOT AVAILABLE,(330) 385-7200,GENERAL ACUTE CARE,OPEN,152,COLUMBIANA,39029,USA,40.621855515,-80.585970467,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.elch.org,1127,NOT AVAILABLE,39,NON-PROFIT,-999,152,NOT AVAILABLE,Y
5035,-9065441.6463,5089094.0057,5045,14144124,HILLCREST HOSPITAL,6780 MAYFIELD ROAD,MAYFIELD HEIGHTS,OH,44124,NOT AVAILABLE,(440) 312-4415,GENERAL ACUTE CARE,OPEN,500,CUYAHOGA,39035,USA,41.518299927,-81.436247882,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2014/03/12 00:00:00,http://my.clevelandclinic.org/locations_directions/regional-locations/hillcrest-hospital,1019,NOT AVAILABLE,39,NON-PROFIT,-999,500,LEVEL II,Y
5042,-9109005.953,5068162.1577,5052,27944130,REGENCY HOSPITAL OF CLEVELAND WEST,6990 ENGLE ROAD,MIDDLEBURG HEIGHTS,OH,44130,NOT AVAILABLE,(717) 975-4503,LONG TERM CARE,OPEN,43,CUYAHOGA,39035,USA,41.377357493,-81.827592707,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/15 00:00:00,http://clevelandwest.regencyhospital.com/,1478,NOT AVAILABLE,39,PROPRIETARY,-999,43,NOT AVAILABLE,N
5048,-9094535.4621,5080565.7504,5058,7244109,METRO HEALTH MEDICAL CENTER,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,NOT AVAILABLE,(216) 778-7800,GENERAL ACUTE CARE,OPEN,731,CUYAHOGA,39035,USA,41.4609127630001,-81.697602076,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.metrohealth.org,1150,NOT AVAILABLE,39,GOVERNMENT - LOCAL,-999,731,"LEVEL I, LEVEL II PEDIATRIC",Y
5057,-9109505.2525,5067217.9327,5067,4544130,SOUTHWEST GENERAL HEALTH CENTER,18697 BAGLEY ROAD,MIDDLEBURG HEIGHTS,OH,44130,NOT AVAILABLE,(440) 816-6702,GENERAL ACUTE CARE,OPEN,362,CUYAHOGA,39035,USA,41.3709924350001,-81.8320779909999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.swgeneral.com,1140,NOT AVAILABLE,39,NON-PROFIT,-999,362,LEVEL III,Y
5066,-9392755.996,5056500.7577,5076,2043512,DEFIANCE REGIONAL MEDICAL CENTER,1200 RALSTON AVENUE,DEFIANCE,OH,43512,NOT AVAILABLE,(419) 783-4933,CRITICAL ACCESS,OPEN,51,DEFIANCE,39039,USA,41.298703888,-84.376562712,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,https://www.promedica.org/defiance-regional-hospital/pages/default.aspx,1160,NOT AVAILABLE,39,NON-PROFIT,-999,51,LEVEL III,Y
5067,-9207257.0042,5078334.8128,5077,1844870,FIRELANDS REGIONAL MEDICAL CENTER,1111 HAYES AVENUE,SANDUSKY,OH,44870,NOT AVAILABLE,(419) 557-7400,GENERAL ACUTE CARE,OPEN,283,ERIE,39043,USA,41.445892256,-82.710196917,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.firelands.com,1164,NOT AVAILABLE,39,NON-PROFIT,-999,283,LEVEL III,Y
5069,-9207458.843,5077014.0018,5079,28244870,FIRELANDS REG MED CTR SOUTH CAMPUS,1912 HAYES AVENUE,SANDUSKY,OH,44870,NOT AVAILABLE,(419) 557-7400,GENERAL ACUTE CARE,OPEN,141,ERIE,39043,USA,41.436997831,-82.7120100659999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/20 00:00:00,http://www.firelands.com,1165,NOT AVAILABLE,39,NON-PROFIT,-999,141,NOT AVAILABLE,N
5070,-9215481.7377,4844265.7052,5080,15443110,DILEY RIDGE MEDICAL CENTER,7911 DILEY ROAD,CANAL WINCHESTER,OH,43110,NOT AVAILABLE,(614) 838-7911,GENERAL ACUTE CARE,OPEN,10,FAIRFIELD,39045,USA,39.8506698950001,-82.784080955,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.dileyridgemedicalcenter.com,1494,NOT AVAILABLE,39,NON-PROFIT,-999,10,NOT AVAILABLE,Y
5071,-9241541.7673,4858200.2907,5081,124643223,POMEGRANATE HEALTH SYSTEMS OF COLUMBUS,765 PIERCE DRIVE,COLUMBUS,OH,43223,NOT AVAILABLE,(614) 223-1650,PSYCHIATRIC,OPEN,20,FRANKLIN,39049,USA,39.946702766,-83.018182184,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://pomegranatehealthsystems.com/,1495,SEQUEL POMEGRANATE HEALTH SYSTEMS LLC,39,PROPRIETARY,-999,20,NOT AVAILABLE,N
5072,-9235385.0689,4861658.9155,5082,28343205,OHIO STATE UNIVERSITY HOSPITAL EAST,181 TAYLOR AVE,COLUMBUS,OH,43205,NOT AVAILABLE,(614) 257-3700,GENERAL ACUTE CARE,OPEN,190,FRANKLIN,39049,USA,39.970517693,-82.962875621,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/20 00:00:00,https://wexnermedical.osu.edu/locations-and-parking/university-hospital-east,1170,NOT AVAILABLE,39,GOVERNMENT - STATE,-999,190,LEVEL III,Y
5074,-9257968.0474,4880662.1471,5084,14843016,DUBLIN METHODIST HOSPITAL,7500 HOSPITAL AVENUE,DUBLIN,OH,43016,NOT AVAILABLE,(614) 544-8000,GENERAL ACUTE CARE,OPEN,147,FRANKLIN,39049,USA,40.101219536,-83.165741969,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.ohiohealth.com,1473,NOT AVAILABLE,39,NON-PROFIT,-999,147,NOT AVAILABLE,Y
5075,-9238516.0812,4860272.6418,5085,1643215,GRANT MEDICAL CENTER,111 SOUTH GRANT AVENUE,COLUMBUS,OH,43215,NOT AVAILABLE,(614) 566-9000,GENERAL ACUTE CARE,OPEN,636,FRANKLIN,39049,USA,39.9609732750001,-82.991001983,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.ohiohealth.com,1173,NOT AVAILABLE,39,NON-PROFIT,-999,636,LEVEL I,Y
5081,-9241951.4463,4859757.6011,5091,124043222,MOUNT CARMEL WEST,793 WEST STATE STREET,COLUMBUS,OH,43222,NOT AVAILABLE,(614) 234-5000,GENERAL ACUTE CARE,OPEN,514,FRANKLIN,39049,USA,39.9574269080001,-83.0218623929999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://www.mountcarmelhealth.com/,1175,NOT AVAILABLE,39,NON-PROFIT,-999,514,NOT AVAILABLE,Y
5093,-9308504.3432,5103454.2674,5103,170843699,REHABILITATION HOSPITAL OF NORTHWEST OHIO LLC,1455 WEST MEDICAL LOOP,TOLEDO,OH,43699,NOT AVAILABLE,(419) 214-6600,REHABILITATION,OPEN,-999,LUCAS,39095,USA,41.614816143,-83.619717238,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2019/05/09 00:00:00,http://rhno.ernesthealth.com/,1530,NOT AVAILABLE,39,PROPRIETARY,-999,40,NOT AVAILABLE,N
5111,-9176022.3378,4800467.7943,5121,13143138,HOCKING VALLEY COMMUNITY HOSPITAL,601 STATE ROUTE 664N,LOGAN,OH,43138,NOT AVAILABLE,(740) 380-8000,CRITICAL ACCESS,OPEN,30,HOCKING,39073,USA,39.5479525900001,-82.429611135,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.hvch.org,1201,NOT AVAILABLE,39,GOVERNMENT - LOCAL,-999,30,NOT AVAILABLE,Y
5118,-9041704.369,5091682.587,5128,123244024,REHAB HOSPITAL AT HEATHER HILL CARE COMMUNITIES,12340 BASS LAKE ROAD,CHARDON,OH,44024,NOT AVAILABLE,(440) 285-4040,REHABILITATION,OPEN,56,GEAUGA,39055,USA,41.5357085960001,-81.223012292,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://www.heatherhillcare.com/,1420,NOT AVAILABLE,39,PROPRIETARY,-999,56,NOT AVAILABLE,N
5125,-9171944.813,4642025.0749,5135,12845669,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,PROCTORVILLE,OH,45669,NOT AVAILABLE,(740) 886-9911,GENERAL ACUTE CARE,OPEN,8,LAWRENCE,39087,USA,38.4417884760001,-82.392982106,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/03 00:00:00,http://www.threegablessurgery.com,1441,NOT AVAILABLE,39,PROPRIETARY,-999,8,NOT AVAILABLE,N
5126,-9178701.1264,4871912.651,5136,29043055,SHEPERD HILL HOSPITAL,200 MESSIMER DRIVE,NEWARK,OH,43055,NOT AVAILABLE,(220) 564-4887,PSYCHIATRIC,OPEN,14,LICKING,39089,USA,40.041072716,-82.453675102,622210,"HOSPITALS, SUBSTANCE ABUSE",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2016/09/21 00:00:00,https://www.shepherdhill.net,1816,NOT AVAILABLE,39,NON-PROFIT,-999,14,NOT AVAILABLE,N
5127,-9154599.1682,5076943.7236,5137,9844053,MERCY REGIONAL MEDICAL CENTER,3700 KOLBE ROAD,LORAIN,OH,44053,NOT AVAILABLE,(440) 960-4000,GENERAL ACUTE CARE,OPEN,338,LORAIN,39093,USA,41.4365245390001,-82.2371635279999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.mercyonline.org/mercy_regional_medical_center.aspx,1018,COMMUNITY HEALTH PARTNERS,39,NON-PROFIT,-999,338,NOT AVAILABLE,Y
5128,-9315539.4242,5094895.797,5138,12943537,ST LUKE'S HOSPITAL,5901 MONCLOVA ROAD,MAUMEE,OH,43537,NOT AVAILABLE,(419) 893-5911,GENERAL ACUTE CARE,OPEN,315,LUCAS,39095,USA,41.557311487,-83.682914446,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/03/12 00:00:00,http://www.stlukeshospital.com,1224,NOT AVAILABLE,39,NON-PROFIT,-999,315,NOT AVAILABLE,Y
5129,-9080617.8979,5063948.9968,5139,124244067,NORTHCOAST BEHAVIORAL HEALTHCARE NORTHFIELD CAMPUS,1756 SAGAMORE ROAD,NORTHFIELD,OH,44067,NOT AVAILABLE,(330) 467-7131,PSYCHIATRIC,OPEN,-999,SUMMIT,39153,USA,41.348951599,-81.572578469,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://mha.ohio.gov/default.aspx?tabid=190,NOT AVAILABLE,NOT AVAILABLE,39,GOVERNMENT - STATE,-999,258,NOT AVAILABLE,N
5148,-9241788.5156,4777752.7771,5158,11545601,VA MEDICAL CENTER - CHILLICOTHE,17273 OH-104,CHILLICOTHE,OH,45601,NOT AVAILABLE,(740) 773-1141,MILITARY,OPEN,-999,ROSS,39141,USA,39.3904310360001,-83.020398762,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2019/09/26 00:00:00,IMAGERY/OTHER,2015/05/26 00:00:00,http://www.chillicothe.va.gov/,NOT AVAILABLE,NOT AVAILABLE,39,GOVERNMENT - FEDERAL,-999,141,NOT AVAILABLE,Y
5150,-9363593.0137,4815609.9462,5160,29645459,MIAMI VALLEY HOSPITAL SOUTH,2400 MIAMI VALLEY DRIVE,CENTERVILLE,OH,45459,NOT AVAILABLE,(937) 208-8000,GENERAL ACUTE CARE,OPEN,87,MONTGOMERY,39113,USA,39.652760513,-84.1145871849999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2016/09/21 00:00:00,https://www.miamivalleyhospital.org/locations/miami-valley-hospital-south/,1489,NOT AVAILABLE,39,NON-PROFIT,-999,87,NOT AVAILABLE,Y
5170,-9369780.9543,4907715.1567,5180,16745365,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,NOT AVAILABLE,(937) 498-2311,GENERAL ACUTE CARE,OPEN,90,SHELBY,39149,USA,40.2868543820001,-84.1701744009999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.wilsonhospital.com,1268,NOT AVAILABLE,39,NON-PROFIT,-999,90,NOT AVAILABLE,Y
5172,-9076690.833,5078704.5864,5182,169844122,GRACE HOSPITAL SOUTH POINTE,20000 HARVARD ROAD,WARRENSVILLE HEIGHTS,OH,44122,NOT AVAILABLE,(216) 491-7295,LONG TERM CARE,OPEN,-999,CUYAHOGA,39035,USA,41.4483821170001,-81.5373010449999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2019/05/09 00:00:00,http://www.gracehospital.org,NOT AVAILABLE,NOT AVAILABLE,39,NOT AVAILABLE,-999,20,NOT AVAILABLE,Y
5177,-9401951.2786,4742420.5337,5187,175245207,TRIHEALTH REHABILITATION HOSPITAL LLC,2155 DANA AVENUE,CINCINNATI,OH,45207,NOT AVAILABLE,(513) 601-0600,REHABILITATION,OPEN,-999,HAMILTON,36091,USA,39.144704753,-84.459165341,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2019/05/09 00:00:00,https://www.trihealthrehab.com,1900,NOT AVAILABLE,39,PROPRIETARY,-999,60,NOT AVAILABLE,N
5187,-9028312.7037,4997983.2247,5197,5344601,ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,ALLIANCE,OH,44601,NOT AVAILABLE,(330) 596-6000,GENERAL ACUTE CARE,OPEN,255,STARK,39151,USA,40.902582625,-81.102712915,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.achosp.org,1269,NOT AVAILABLE,39,NON-PROFIT,-999,255,NOT AVAILABLE,N
5193,-9126168.495,5081753.2483,5203,180044011,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,AVON,OH,44011,NOT AVAILABLE,(216) 636-7727,GENERAL ACUTE CARE,OPEN,126,LORAIN,39093,USA,41.468906557,-81.9817664449999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY,2019/05/09 00:00:00,https://my.clevelandclinic.org/locations/avon-hospital,NOT AVAILABLE,NOT AVAILABLE,39,NON-PROFIT,-999,126,NOT AVAILABLE,Y
5194,-9154474.6744,5077347.2238,5204,175344053,CLEAR VISTA HEALTH & WELLNESS,3364 KOLBE ROAD,LORAIN,OH,44053,NOT AVAILABLE,(440) 960-7960,PSYCHIATRIC,OPEN,-999,LORAIN,39093,USA,41.4392418840001,-82.236045181,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2019/05/09 00:00:00,http://clearvistahealth.com/,1518,NOT AVAILABLE,39,PROPRIETARY,-999,52,NOT AVAILABLE,N
5210,-9073849.1867,5024579.442,5220,126044308,SELECT SPECIALTY HOSPITAL-AKRON,200 EAST MARKET STREET,AKRON,OH,44308,NOT AVAILABLE,(330) 761-7500,LONG TERM CARE,OPEN,60,SUMMIT,39153,USA,41.082915889,-81.5117741019999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/11 00:00:00,http://akron.selectspecialtyhospitals.com/,1476,NOT AVAILABLE,39,PROPRIETARY,-999,60,NOT AVAILABLE,N
5226,-9072321.3453,5023879.5988,5236,129144304,SUMMA REHAB HOSPITAL,29 NORTH ADAMS STREET,AKRON,OH,44304,NOT AVAILABLE,(330) 572-7300,REHABILITATION,OPEN,60,SUMMIT,39153,USA,41.078176985,-81.498049269,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/12 00:00:00,http://www.summahealth.org/locations/hospitals/summarehabhospital,1503,NOT AVAILABLE,39,PROPRIETARY,-999,60,NOT AVAILABLE,N
5228,-9133100.9971,5081624.5147,5238,170744011,UNIVERSITY HOSPITALS AVON REHABILITATION HOSPITAL,37900 CHESTER ROAD,AVON,OH,44011,NOT AVAILABLE,(440) 695-7101,REHABILITATION,OPEN,-999,LORAIN,39093,USA,41.4680400180001,-82.0440421709999,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2019/05/09 00:00:00,http://www.uhhospitals.org/uh-avon-rehabilitation-hospital,1523,NOT AVAILABLE,39,NON-PROFIT,-999,50,NOT AVAILABLE,N
5237,-8978545.21,5036164.078,5247,121944505,BELMONT PINES HOSPITAL,615 CHURCHILL-HUBBARD RD,YOUNGSTOWN,OH,44505,NOT AVAILABLE,(330) 759-2700,PSYCHIATRIC,OPEN,46,MAHONING,39099,USA,41.161310212,-80.6556439129999,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2015/03/10 00:00:00,http://www.belmontpines.com/,1545,NOT AVAILABLE,39,PROPRIETARY,-999,46,NOT AVAILABLE,N
5247,-9263800.5955,5027930.9014,5257,180144883,SOJOURN AT SENECA,50 ST LAWRENCE DRIVE,TIFFIN,OH,44883,NOT AVAILABLE,(567) 207-2230,PSYCHIATRIC,OPEN,-999,SENECA,39147,USA,41.1056051570001,-83.21813664,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2020/04/27 00:00:00,IMAGERY/OTHER,2019/05/09 00:00:00,https://www.voa.org/senior_living_and_care_facilities/sojourn-at-seneca,1521,NOT AVAILABLE,39,NON-PROFIT,-999,24,NOT AVAILABLE,N
